cid_codigo,cid_categoria,cid_descricao,grupo_morbidade,subgrupo,periodo_obstetrico,fonte_classificacao,e_morbidade
O00,O00,Gravidez ectopica,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O000,O00,Gravidez abdominal,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O001,O00,Gravidez tubaria,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O002,O00,Gravidez ovariana,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O008,O00,Outr form de gravidez ectopica,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O009,O00,Gravidez ectopica NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O01,O01,Mola hidatiforme,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O010,O01,Mola hidatiforme classica,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O011,O01,Mola hidatiforme incompleta ou parcial,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O019,O01,Mola hidatiforme NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O02,O02,Outr produtos anormais da concepcao,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O020,O02,Ovo claro e mola nao-hidatiforme,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O021,O02,Aborto retido,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O028,O02,Outr produtos anormais da concepcao espec,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O029,O02,Produto anormal da concepcao NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O03,O03,Aborto espontaneo,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O030,O03,Incompl complic inf trato genit org pelvicos,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O031,O03,Incompl complic hemorragia excessiva ou tard,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O032,O03,Incompleto complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O033,O03,Incompleto c/outr complic ou c/complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O034,O03,Incompleto s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O035,O03,Compl ou NE complic inf trato gen org pelvic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O036,O03,Compl ou NE complic hemorrag excess ou tard,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O037,O03,Completo ou NE complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O038,O03,Compl ou NE c/outr complic ou c/complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O039,O03,Completo ou NE s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O04,O04,Aborto p/razoes medicas e legais,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O040,O04,Incompl complic inf trato genit org pelvicos,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O041,O04,Incompl complic hemorragia excessiva ou tard,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O042,O04,Incompleto complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O043,O04,Incompleto c/outr complic ou c/complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O044,O04,Incompleto s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O045,O04,Compl ou NE complic inf trato gen org pelvic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O046,O04,Compl ou NE complic hemorrag excess ou tard,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O047,O04,Completo ou NE complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O048,O04,Compl ou NE c/outr complic ou c/complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O049,O04,Completo ou NE s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O05,O05,Outr tipos de aborto,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O050,O05,Incompl complic inf trato genit org pelvicos,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O051,O05,Incompl complic hemorragia excessiva ou tard,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O052,O05,Incompleto complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O053,O05,Incompleto c/outr complic ou c/complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O054,O05,Incompleto s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O055,O05,Compl ou NE complic inf trato gen org pelvic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O056,O05,Compl ou NE complic hemorrag excess ou tard,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O057,O05,Completo ou NE complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O058,O05,Compl ou NE c/outr complic ou c/complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O059,O05,Completo ou NE s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O06,O06,Aborto NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O060,O06,Incompl complic inf trato genit org pelvicos,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O061,O06,Incompl complic hemorragia excessiva ou tard,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O062,O06,Incompleto complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O063,O06,Incompleto c/outr complic ou c/complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O064,O06,Incompleto s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O065,O06,Compl ou NE complic inf trato gen org pelvic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O066,O06,Compl ou NE complic hemorrag excess ou tard,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O067,O06,Completo ou NE complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O068,O06,Compl ou NE c/outr complic ou c/complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O069,O06,Completo ou NE s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O07,O07,Falha de tentativa de aborto,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O070,O07,Falh abort raz med compl inf tr gen org pelv,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O071,O07,Falh abort prov raz med compl hemor tard exc,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O072,O07,Falh abort prov raz med complicado p/embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O073,O07,Falha aborto prov raz medic outr complic NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O074,O07,Falha aborto prov raz medic s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O075,O07,Out for NE fal abor comp inf tr gen org pelv,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O076,O07,Out form NE falh abort compl hemor tard exc,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O077,O07,Outr form e NE falh prov abort compl embolia,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O078,O07,Outr form e NE falh prov abort outr compl NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O079,O07,Outr form e NE falha prov aborto s/complic,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O08,O08,Complic conseq aborto gravidez ectop molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O080,O08,Inf tr gen org pel cons abort grav ect molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O081,O08,Hemorr tard excess cons abort grav ect molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O082,O08,Embolia conseq aborto grav ectopica molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O083,O08,Choque conseq aborto gravidez ectopica molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O084,O08,Insuf renal conseq aborto grav ectopic molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O085,O08,Dist metab conseq aborto grav ectopic molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O086,O08,Lesao org tec pelv cons abort grav ect molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O087,O08,Outr compl venosas cons abort grav ect molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O088,O08,Outr complic conseq aborto grav ectop molar,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O089,O08,Complic conseq aborto grav ectopica molar NE,desfecho_abortivo,gestacao_com_desfecho_abortivo,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O10,O10,Hipertens pre-exist complic grav parto puerp,transtornos_hipertensivos,outros_hipertensivos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O100,O10,Hipertens ess pre-exis comp grav parto puerp,transtornos_hipertensivos,outros_hipertensivos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O101,O10,Doen card hiper pre-ex comp grav parto puerp,transtornos_hipertensivos,outros_hipertensivos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O102,O10,Doen renal hiper pre-ex comp grav part puerp,transtornos_hipertensivos,outros_hipertensivos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O103,O10,Doen card ren hip pre-ex comp grav part puer,transtornos_hipertensivos,outros_hipertensivos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O104,O10,Hipertens sec pre-exist comp grav parto puer,transtornos_hipertensivos,outros_hipertensivos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O109,O10,Hipertens pre-exist NE compl grav parto puer,transtornos_hipertensivos,outros_hipertensivos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O11,O11,Dist hipertens pre-exist proteinuria superp,transtornos_hipertensivos,pre_eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O12,O12,Edema e proteinuria gestac s/hipertensao,outras_condicoes_maternas,edema_proteinuria_sem_hipertensao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O120,O12,Edema gestacional,outras_condicoes_maternas,edema_proteinuria_sem_hipertensao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O121,O12,Proteinuria gestacional,outras_condicoes_maternas,edema_proteinuria_sem_hipertensao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O122,O12,Edema gestacional c/proteinuria,outras_condicoes_maternas,edema_proteinuria_sem_hipertensao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O13,O13,Hipertensao gestacional s/proteinuria signif,transtornos_hipertensivos,hipertensao_gestacional,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O14,O14,Hipertensao gestacional c/proteinuria signif,transtornos_hipertensivos,pre_eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O140,O14,Pre-eclampsia moderada,transtornos_hipertensivos,pre_eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O141,O14,Pre-eclampsia grave,transtornos_hipertensivos,pre_eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O149,O14,Pre-eclampsia NE,transtornos_hipertensivos,pre_eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O15,O15,Eclampsia,transtornos_hipertensivos,eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O150,O15,Eclampsia na gravidez,transtornos_hipertensivos,eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O151,O15,Eclampsia no trabalho de parto,transtornos_hipertensivos,eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O152,O15,Eclampsia no puerperio,transtornos_hipertensivos,eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O159,O15,Eclampsia NE quanto ao periodo,transtornos_hipertensivos,eclampsia,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O16,O16,Hipertensao materna NE,transtornos_hipertensivos,outros_hipertensivos,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O20,O20,Hemorragia do inicio da gravidez,hemorragias,outras_hemorragias_obstetricas,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,1
O200,O20,Ameaca de aborto,hemorragias,outras_hemorragias_obstetricas,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,1
O208,O20,Outr hemorragias do inicio da gravidez,hemorragias,outras_hemorragias_obstetricas,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,1
O209,O20,Hemorragia do inicio da gravidez NE,hemorragias,outras_hemorragias_obstetricas,gestacao_parto,DATASUS CID10.DBF + regra analitica phase8-v1,1
O21,O21,Vomitos excessivos na gravidez,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O210,O21,Hiperemese gravidica leve,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O211,O21,Hiperemese gravidica c/disturbio metabolico,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O212,O21,Vomitos tard da gravidez,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O218,O21,Outr form de vomitos complicando a gravidez,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O219,O21,Vomitos da gravidez NE,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O22,O22,Complic venosas na gravidez,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O220,O22,Varizes dos membros infer na gravidez,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O221,O22,Varizes genitais na gravidez,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O222,O22,Tromboflebite superf na gravidez,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O223,O22,Flebotrombose profunda na gravidez,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O224,O22,Hemorroidas na gravidez,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O225,O22,Trombose venosa cerebral na gravidez,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O228,O22,Outr complic venosas na gravidez,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O229,O22,Complic venosas na gravidez NE,complicacoes_vasculares,complicacoes_venosas,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O23,O23,Infecc do trato geniturinario na gravidez,infeccoes,infeccao_geniturinaria_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O230,O23,Infecc do rim na gravidez,infeccoes,infeccao_geniturinaria_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O231,O23,Infecc da bexiga na gravidez,infeccoes,infeccao_geniturinaria_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O232,O23,Infecc da uretra na gravidez,infeccoes,infeccao_geniturinaria_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O233,O23,Infecc outr partes trato urinario gravidez,infeccoes,infeccao_geniturinaria_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O234,O23,Infecc NE do trato urinario na gravidez,infeccoes,infeccao_geniturinaria_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O235,O23,Infecc do trato genital na gravidez,infeccoes,infeccao_geniturinaria_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O239,O23,Outr infecc e NE trato urinario na gravidez,infeccoes,infeccao_geniturinaria_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O24,O24,Diabetes mellitus na gravidez,disturbios_metabolicos,diabetes_na_gestacao,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O240,O24,Diabetes mellitus pre-exist insulino-depend,disturbios_metabolicos,diabetes_na_gestacao,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O241,O24,Diabetes mellitus pre-exist nao-insulino-dep,disturbios_metabolicos,diabetes_na_gestacao,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O242,O24,Diabetes mellitus pre-existente rel desnutr,disturbios_metabolicos,diabetes_na_gestacao,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O243,O24,Diabetes mellitus pre-existente NE,disturbios_metabolicos,diabetes_na_gestacao,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O244,O24,Diabetes mellitus que surge durante gravidez,disturbios_metabolicos,diabetes_na_gestacao,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O249,O24,Diabetes mellitus na gravidez NE,disturbios_metabolicos,diabetes_na_gestacao,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O25,O25,Desnutric na gravidez,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O26,O26,Assist materna outr complic lig predom grav,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O260,O26,Ganho excessivo de peso na gravidez,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O261,O26,Ganho de peso insuficiente na gravidez,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O262,O26,Assist gravidez p/ abortamento habitual,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O263,O26,Retencao disp intra-uterino contracept grav,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O264,O26,Herpes gestacional,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O265,O26,Sindr da hipotensao materna,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O266,O26,Transt do figado na gravidez parto puerperio,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O267,O26,Subluxacao sinfise gravidez parto puerperio,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O268,O26,Outr afeccoes espec ligadas a gravidez,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O269,O26,Afeccoes ligadas a gravidez NE,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O28,O28,Achados anorm rastr antenatal mae,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O280,O28,Achados hematolog anorm rastr antenatal mae,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O281,O28,Achados bioquim anorm rastr antenatal mae,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O282,O28,Achados citolog anorm rastr antenatal mae,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O283,O28,Achados ultrasson anorm rastr antenatal mae,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O284,O28,Achados radiolog anorm rastr antenatal mae,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O285,O28,Achados cromos genet anorm rastr antenat mae,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O288,O28,Outr achados anorm rastr antenatal da mae,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O289,O28,Achados anorm rastr antenatal da mae NE,outras_condicoes_maternas,outras_condicoes_da_gestacao,gestacao,DATASUS CID10.DBF + regra analitica phase8-v1,1
O29,O29,Complic anestesia admin durante gravidez,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O290,O29,Complic pulm anestesia admin durante grav,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O291,O29,Complic card anestesia admin durante grav,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O292,O29,Complic sist nerv centr dev anest admin grav,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O293,O29,Reacao toxica anest local admin durante grav,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O294,O29,Cefaleia anest raquid peridur admin dur grav,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O295,O29,Outr compl anest raq peridur admin dur grav,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O296,O29,Falha dificuld na entubacao durante gravidez,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O298,O29,Outr complic de anestesia durante a gravidez,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
O299,O29,Complic de anestesia durante a gravidez NE,complicacoes_anestesicas,anestesia_obstetrica,gestacao_parto_puerperio,DATASUS CID10.DBF + regra analitica phase8-v1,1
